blocked testing 2 Average percentage of Peak = 2.42212
blocked testing 3 Average percentage of Peak = 3.82423
blocked testing 4 Average percentage of Peak = 4.73561
blocked testing 5 Average percentage of Peak = 4.58066
blocked testing 6 Average percentage of Peak = 5.45413
blocked testing 7 Average percentage of Peak = 5.85242
blocked testing 8 Average percentage of Peak = 6.11075
blocked testing 9 Average percentage of Peak = 6.22203
blocked testing 10 Average percentage of Peak = 6.37919
blocked testing 11 Average percentage of Peak = 5.90505
blocked testing 12 Average percentage of Peak = 5.87596
blocked testing 13 Average percentage of Peak = 5.51226
blocked testing 14 Average percentage of Peak = 5.59521
blocked testing 15 Average percentage of Peak = 5.57025
blocked testing 16 Average percentage of Peak = 5.07508
blocked testing 17 Average percentage of Peak = 4.94134
blocked testing 18 Average percentage of Peak = 5.00595
blocked testing 19 Average percentage of Peak = 5.02977
blocked testing 20 Average percentage of Peak = 5.03758
blocked testing 21 Average percentage of Peak = 5.06099
blocked testing 22 Average percentage of Peak = 4.84375
blocked testing 23 Average percentage of Peak = 5.37564
blocked testing 24 Average percentage of Peak = 5.41922
blocked testing 25 Average percentage of Peak = 5.29191
blocked testing 26 Average percentage of Peak = 5.28835
blocked testing 27 Average percentage of Peak = 5.18799
blocked testing 28 Average percentage of Peak = 5.115
blocked testing 29 Average percentage of Peak = 5.05286
blocked testing 30 Average percentage of Peak = 4.92366
blocked testing 31 Average percentage of Peak = 4.77325
blocked testing 32 Average percentage of Peak = 4.73525
blocked testing 32 Average percentage of Peak = 4.67486
blocked testing 34 Average percentage of Peak = 4.69455
blocked testing 36 Average percentage of Peak = 4.70453
blocked testing 38 Average percentage of Peak = 4.57725
blocked testing 40 Average percentage of Peak = 4.36267
blocked testing 42 Average percentage of Peak = 4.34957
blocked testing 44 Average percentage of Peak = 4.41013
blocked testing 46 Average percentage of Peak = 4.53667
blocked testing 48 Average percentage of Peak = 4.42332
blocked testing 50 Average percentage of Peak = 4.44182
blocked testing 52 Average percentage of Peak = 4.43571
blocked testing 54 Average percentage of Peak = 4.38992
blocked testing 56 Average percentage of Peak = 4.44773
blocked testing 58 Average percentage of Peak = 4.43795
blocked testing 60 Average percentage of Peak = 4.47609
blocked testing 62 Average percentage of Peak = 4.31469
blocked testing 64 Average percentage of Peak = 4.17013
blocked testing 64 Average percentage of Peak = 4.33007
blocked testing 68 Average percentage of Peak = 4.38173
blocked testing 72 Average percentage of Peak = 4.33298
blocked testing 76 Average percentage of Peak = 4.12457
blocked testing 80 Average percentage of Peak = 4.06761
blocked testing 84 Average percentage of Peak = 4.0514
blocked testing 88 Average percentage of Peak = 3.89175
blocked testing 92 Average percentage of Peak = 4.00032
blocked testing 96 Average percentage of Peak = 3.85851
blocked testing 100 Average percentage of Peak = 3.81725
blocked testing 104 Average percentage of Peak = 3.8231
blocked testing 108 Average percentage of Peak = 3.74166
blocked testing 112 Average percentage of Peak = 3.73107
blocked testing 116 Average percentage of Peak = 3.64894
blocked testing 120 Average percentage of Peak = 3.29047
blocked testing 124 Average percentage of Peak = 3.28046
blocked testing 128 Average percentage of Peak = 3.23648
