blocked testing 2 Average percentage of Peak = 2.42311
blocked testing 3 Average percentage of Peak = 3.39347
blocked testing 4 Average percentage of Peak = 4.69252
blocked testing 5 Average percentage of Peak = 4.71692
blocked testing 6 Average percentage of Peak = 5.56801
blocked testing 7 Average percentage of Peak = 5.94004
blocked testing 8 Average percentage of Peak = 6.25767
blocked testing 9 Average percentage of Peak = 6.36884
blocked testing 10 Average percentage of Peak = 6.39938
blocked testing 11 Average percentage of Peak = 5.8282
blocked testing 12 Average percentage of Peak = 4.35438
blocked testing 13 Average percentage of Peak = 5.57719
blocked testing 14 Average percentage of Peak = 5.73327
blocked testing 15 Average percentage of Peak = 5.59273
blocked testing 16 Average percentage of Peak = 4.97551
blocked testing 17 Average percentage of Peak = 4.44878
blocked testing 18 Average percentage of Peak = 5.05267
blocked testing 19 Average percentage of Peak = 5.604
blocked testing 20 Average percentage of Peak = 5.61886
blocked testing 21 Average percentage of Peak = 5.5094
blocked testing 22 Average percentage of Peak = 5.5564
blocked testing 23 Average percentage of Peak = 5.57257
blocked testing 24 Average percentage of Peak = 5.57345
blocked testing 25 Average percentage of Peak = 5.44857
blocked testing 26 Average percentage of Peak = 5.45286
blocked testing 27 Average percentage of Peak = 5.29548
blocked testing 28 Average percentage of Peak = 4.80923
blocked testing 29 Average percentage of Peak = 4.79507
blocked testing 30 Average percentage of Peak = 4.95141
blocked testing 31 Average percentage of Peak = 4.78066
blocked testing 32 Average percentage of Peak = 4.76171
blocked testing 32 Average percentage of Peak = 4.46242
blocked testing 34 Average percentage of Peak = 4.54167
blocked testing 36 Average percentage of Peak = 4.49377
blocked testing 38 Average percentage of Peak = 4.65586
blocked testing 40 Average percentage of Peak = 4.4119
blocked testing 42 Average percentage of Peak = 4.29837
blocked testing 44 Average percentage of Peak = 4.45977
blocked testing 46 Average percentage of Peak = 4.56982
blocked testing 48 Average percentage of Peak = 4.55749
blocked testing 50 Average percentage of Peak = 4.54927
blocked testing 52 Average percentage of Peak = 4.55042
blocked testing 54 Average percentage of Peak = 4.56135
blocked testing 56 Average percentage of Peak = 4.54168
blocked testing 58 Average percentage of Peak = 4.51475
blocked testing 60 Average percentage of Peak = 4.4883
blocked testing 62 Average percentage of Peak = 4.27174
blocked testing 64 Average percentage of Peak = 4.33474
blocked testing 64 Average percentage of Peak = 4.32797
blocked testing 68 Average percentage of Peak = 4.3223
blocked testing 72 Average percentage of Peak = 4.37096
blocked testing 76 Average percentage of Peak = 4.0158
blocked testing 80 Average percentage of Peak = 4.11432
blocked testing 84 Average percentage of Peak = 4.10476
blocked testing 88 Average percentage of Peak = 3.9694
blocked testing 92 Average percentage of Peak = 4.10212
blocked testing 96 Average percentage of Peak = 3.94044
blocked testing 100 Average percentage of Peak = 3.8483
blocked testing 104 Average percentage of Peak = 3.63152
blocked testing 108 Average percentage of Peak = 3.60585
blocked testing 112 Average percentage of Peak = 3.60763
blocked testing 116 Average percentage of Peak = 3.76628
blocked testing 120 Average percentage of Peak = 3.75103
blocked testing 124 Average percentage of Peak = 3.69811
blocked testing 128 Average percentage of Peak = 3.68819
