blocked testing 2 Average percentage of Peak = 2.37289
blocked testing 3 Average percentage of Peak = 2.77871
blocked testing 4 Average percentage of Peak = 3.29732
blocked testing 5 Average percentage of Peak = 3.72037
blocked testing 6 Average percentage of Peak = 3.87386
blocked testing 7 Average percentage of Peak = 3.94387
blocked testing 8 Average percentage of Peak = 4.30007
blocked testing 9 Average percentage of Peak = 4.3131
blocked testing 10 Average percentage of Peak = 3.90741
blocked testing 11 Average percentage of Peak = 4.26626
blocked testing 12 Average percentage of Peak = 3.82485
blocked testing 13 Average percentage of Peak = 4.32577
blocked testing 14 Average percentage of Peak = 4.32882
blocked testing 15 Average percentage of Peak = 4.52761
blocked testing 16 Average percentage of Peak = 4.48578
blocked testing 17 Average percentage of Peak = 4.6028
blocked testing 18 Average percentage of Peak = 4.51716
blocked testing 19 Average percentage of Peak = 4.59708
blocked testing 20 Average percentage of Peak = 4.08634
blocked testing 21 Average percentage of Peak = 4.15113
blocked testing 22 Average percentage of Peak = 4.02041
blocked testing 23 Average percentage of Peak = 4.12537
blocked testing 24 Average percentage of Peak = 4.08421
blocked testing 25 Average percentage of Peak = 4.01977
blocked testing 26 Average percentage of Peak = 3.86747
blocked testing 27 Average percentage of Peak = 4.04848
blocked testing 28 Average percentage of Peak = 4.06832
blocked testing 29 Average percentage of Peak = 4.44345
blocked testing 30 Average percentage of Peak = 4.35009
blocked testing 31 Average percentage of Peak = 4.71136
blocked testing 32 Average percentage of Peak = 3.86069
blocked testing 32 Average percentage of Peak = 3.88273
blocked testing 34 Average percentage of Peak = 4.50515
blocked testing 36 Average percentage of Peak = 4.60943
blocked testing 38 Average percentage of Peak = 4.58472
blocked testing 40 Average percentage of Peak = 3.92611
blocked testing 42 Average percentage of Peak = 3.90111
blocked testing 44 Average percentage of Peak = 3.68498
blocked testing 46 Average percentage of Peak = 4.20257
blocked testing 48 Average percentage of Peak = 4.28305
blocked testing 50 Average percentage of Peak = 4.40549
blocked testing 52 Average percentage of Peak = 4.3155
blocked testing 54 Average percentage of Peak = 4.31809
blocked testing 56 Average percentage of Peak = 4.1205
blocked testing 58 Average percentage of Peak = 4.12895
blocked testing 60 Average percentage of Peak = 3.99757
blocked testing 62 Average percentage of Peak = 4.21016
blocked testing 64 Average percentage of Peak = 4.14409
blocked testing 64 Average percentage of Peak = 4.05682
blocked testing 68 Average percentage of Peak = 3.65489
blocked testing 72 Average percentage of Peak = 3.50809
blocked testing 76 Average percentage of Peak = 3.646
blocked testing 80 Average percentage of Peak = 3.47798
blocked testing 84 Average percentage of Peak = 3.46068
blocked testing 88 Average percentage of Peak = 3.53515
blocked testing 92 Average percentage of Peak = 3.72808
blocked testing 96 Average percentage of Peak = 3.59975
blocked testing 100 Average percentage of Peak = 3.58986
blocked testing 104 Average percentage of Peak = 3.45877
blocked testing 108 Average percentage of Peak = 3.5895
blocked testing 112 Average percentage of Peak = 3.53056
blocked testing 116 Average percentage of Peak = 3.36132
blocked testing 120 Average percentage of Peak = 3.47317
blocked testing 124 Average percentage of Peak = 3.30233
blocked testing 128 Average percentage of Peak = 3.31555
